﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
BP;16607;BP SUD;9300;SAINT MATHIEU DE TREVIERS/09300;AVENUE REPUBLIQUE DE MONTFERRAND;SAINT MATHIEU DE TREVIERS;34270;SAS;TLJ {07:00-22:00};GRC;Disponible;43.761035, 3.864592
BP;16607;BP SUD;8540;MONTPELLIER SUD/08540;79 AVENUE DE PALAVAS;MONTPELLIER;34000;SAS;TLJ {07:00-22:00};GRC;Disponible;43.610022, 3.860782
BP;16607;BP SUD;9460;ALES PERI/09460;47 RUE D'AVEJAN;ALES;30100;SAS;TLJ {06:00-23:00};GVP;Disponible;44.121939, 4.079968
BP;16607;BP SUD;9270;ALES ROCADE/09270;584 AVENUE DE CROUPILLAC;ALES;30100;SAS;TLJ {06:00-23:00};GAB;Disponible;44.133645, 4.104653
BP;16607;BP SUD;9400;MONTPELLIER CAMPUS/09400;34 AVENUE EMILE DIACON;MONTPELLIER;34000;SAS;TLJ {06:00-23:00};GAB;Disponible;43.584724, 3.871595
BP;16607;BP SUD;9400;MONTPELLIER CAMPUS/09400;34 AVENUE EMILE DIACON;MONTPELLIER;34000;SAS;TLJ {06:00-23:00};GVP;Disponible;43.584724, 3.871595
BP;16607;BP SUD;8140;CAISSARGUES/08140;AVENUE DE LA DAME;CAISSARGUES;30132;SAS;TLJ {07:00-22:00};GVP;Disponible;43.799421, 4.38082
BP;16607;BP SUD;9490;NIMES KM DELTA/09490;78 RUE JOHN MAC ADAM;NIMES;30900;SAS;TLJ {07:00-22:00};GAB;Disponible;
BP;16607;BP SUD;9320;ST JEAN DE VEDAS/09320;2 PLACE CLARA D'ANDUZERESIDENCE VEDACIO;ST JEAN DE VEDAS;34430;SAS;TLJ {07:00-22:00};GRC;Disponible;43.574974, 3.829887
BP;16607;BP SUD;9320;ST JEAN DE VEDAS/09320;2 PLACE CLARA D'ANDUZERESIDENCE VEDACIO;ST JEAN DE VEDAS;34430;Interne;Mar et Mer et Ven {08:30-12:30 13:30-17:30} Jeu {08:30-12:30 14:30-17:30} Sam {08:30-12:45};DRM;Disponible;43.574974, 3.829887
BP;16607;BP SUD;8450;BALARUC/08450;C C BALARUC CENTRE;BALARUC;34540;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 14:45-17:45} Sam {08:30-12:45};DRM;Disponible;
BP;16607;BP SUD;7580;LEZAT/07580;3 ROUTE DE TOULOUSE;LEZAT SUR LEZE;9210;SAS;TLJ {06:00-22:00};GRC;Disponible;
BP;16607;BP SUD;8890;VAUVERT/08890;AVENUE DE LA CONDAMINE;VAUVERT;30600;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.686818, 4.272117
BP;16607;BP SUD;7840;CARCASSONNE PONT ROUGE/07840;230 RUE MAGELLANZI PONT ROUGE;CARCASSONNE;11000;Interne;Mar et Ven {08:45-12:45 13:45-17:45} Mer et Jeu {08:45-00:00};DRM;Disponible;43.235573, 2.366363
BP;16607;BP SUD;8240;LATTES/08240;650 AVENUE DE MONTPELLIER;LATTES;34970;SAS;TLJ {06:00-23:00};GAB;Disponible;43.568711, 3.904575
BP;16607;BP SUD;7930;SAINT JEAN DU FALGA/07930;19 RUE MILLE HOMMES;SAINT JEAN DU FALGA;9100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;16607;BP SUD;7940;PERPIGNAN MASSILIA/07940;RUE ALFRED EISENSTAEDT;PERPIGNAN;66000;SAS;TLJ {07:00-22:00};GAB;Disponible;42.700645, 2.936889
BP;16607;BP SUD;8210;AUBENAS/08210;51 - 53 BOULEVARD GAMBETTA;AUBENAS;7200;SAS;TLJ {07:00-22:00};GAB;Disponible;
BP;16607;BP SUD;9310;SOMMIERES/09310;ROUTE DE SAUSSINESCENTRE COMMERCIAL;SOMMIERES;30250;SAS;TLJ {06:00-23:00};GRC;Disponible;43.781068, 4.082575
BP;16607;BP SUD;7950;LEZIGNAN GAUJAC/07950;2 RUE DES ROMAINS;LEZIGNAN;11200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.185599, 2.7554
BP;16607;BP SUD;7950;LEZIGNAN GAUJAC/07950;2 RUE DES ROMAINS;LEZIGNAN;11200;SAS;TLJ {07:00-22:00};GRC;Hors service;43.185599, 2.7554
BP;16607;BP SUD;7260;COLLIOURE/07260;19 AVENUE REPUBLIQUE;COLLIOURE;66190;SAS;TLJ {06:00-23:00};GAB;Disponible;42.524801, 3.082535
BP;16607;BP SUD;7060;ST PAUL FENOUILLET/07060;102 AVENUE JEAN MOULIN;SAINT-PAUL DE FENOUILLET;66220;SAS;TLJ {06:00-22:00};GRC;Disponible;42.811091, 2.508057
BP;16607;BP SUD;7610;TOULOUGES/07610;6 AVENUE JULES FERRY;TOULOUGES;66350;SAS;TLJ {06:00-23:00};GAB;Disponible;42.67049, 2.831228
BP;16607;BP SUD;7180;PERPIGNAN ST ASSISCLE/07180;87 RUE PASCAL MARIE AGASSE;PERPIGNAN;66000;SAS;TLJ {06:00-23:00};GAB;Disponible;42.694211, 2.869536
BP;16607;BP SUD;8370;BEZIERS VERDIER/08370;7 AVENUE PIERRE VERDIER;BEZIERS;34500;SAS;TLJ {06:00-23:00};GAB;Disponible;43.345392, 3.236723
BP;16607;BP SUD;7300;NARBONNE REPUBLIQUE/07300;35 COURS DE LA REPUBLIQUE;NARBONNE;11100;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;43.182439, 3.006249
BP;16607;BP SUD;7300;NARBONNE REPUBLIQUE/07300;35 COURS DE LA REPUBLIQUE;NARBONNE;11100;SAS;TLJ {06:00-23:00};GAB;Disponible;43.182439, 3.006249
BP;16607;BP SUD;7120;PERPIGNAN JOFFRE/07120;143  AVENUE DU MARECHAL JOFFRE;PERPIGNAN;66000;SAS;TLJ {07:00-22:00};GVP;Disponible;42.712843, 2.889222
BP;16607;BP SUD;7340;LIMOUX/07340;20 RUE DES AUGUSTINS;LIMOUX CEDEX;11304;SAS;TLJ {06:00-23:00};GAB;Disponible;
BP;16607;BP SUD;7110;PERPIGNAN CASSANYES/07110;2 BOULEVARD ARISTIDE BRIAND;PERPIGNAN;66100;SAS;TLJ {06:00-23:00};GAB;Disponible;42.696528, 2.903251
BP;16607;BP SUD;7090;BOURG MADAME/07090;AVENUE EMMANUEL BROUSSE;BOURG-MADAME;66760;SAS;TLJ {06:00-22:00};GRC;Hors service;42.435712, 1.944725
BP;16607;BP SUD;7540;AX-LES-THERMES/07540;AVENUE DELCASSE;AX LES THERMES;9110;SAS;TLJ {06:00-23:00};GRC;Disponible;
BP;16607;BP SUD;7510;SAINT GIRONS/07510;62 RUE VILLEFRANCHE;SAINT-GIRONS;9200;Interne;Lun au Mer et Ven {09:00-12:30 13:30-17:30} Jeu {09:00-12:30 14:30-17:30};DRM;Disponible;
BP;16607;BP SUD;8420;PEZENAS/08420;28 AVENUE MARECHAL LECLERC;PEZENAS;34120;SAS;TLJ {07:00-22:00};GRC;Disponible;43.459364, 3.426939
BP;16607;BP SUD;7280;MILLAS/07280;46 AVENUE JEAN JAURES;MILLAS;66170;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;42.691878, 2.6959
BP;16607;BP SUD;7390;CARCASSONNE PTE-FERRAND/07390;28 RUE J.F. DUPLEIX;CARCASSONNE;11000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.211476, 2.326435
BP;16607;BP SUD;7390;CARCASSONNE PTE-FERRAND/07390;28 RUE J.F. DUPLEIX;CARCASSONNE;11000;Interne;Lun au Mer et Ven {09:00-12:30 13:45-17:45} Jeu {09:00-12:30 14:45-17:45};DRM;Disponible;43.211476, 2.326435
BP;16607;BP SUD;7560;MIREPOIX/07560;45 PLACE DU MARECHAL LECLERC;MIREPOIX;9500;Dans la rue;TLJ {00:00-23:59};GVP;Disponible;
BP;16607;BP SUD;7030;ILLE-SUR-TET/07030;85 AVENUE PASTEUR;ILLE-SUR-TET;66130;SAS;TLJ {07:00-22:00};GVP;Disponible;42.671168, 2.621998
BP;16607;BP SUD;8440;CLERMONT L'HERAULT/08440;ZAC - CLOS DE LA MADELEINE;CLERMONT L HERAULT;34800;SAS;TLJ {06:00-23:00};GVP;Disponible;43.623299, 3.436812
BP;16607;BP SUD;8740;NIMES VICTOR HUGO/08740;40 BOULEVARD VICTORUE HUGO;NIMES;30000;Interne;Mar et Mer et Ven {08:30-12:30 13:30-17:30} Jeu {08:30-12:30 14:30-17:30} Sam {08:30-12:45};DRM;Disponible;43.837012, 4.356596
BP;16607;BP SUD;7430;NARBONNE STADE/07430;25 AVENUE MTRE HUBERT MOULY;NARBONNE;11100;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 14:45-17:45} Sam {08:30-12:45};DRM;Disponible;43.180091, 3.017815
BP;16607;BP SUD;7430;NARBONNE STADE/07430;25 AVENUE MTRE HUBERT MOULY;NARBONNE;11100;SAS;TLJ {06:00-23:00};GAB;Disponible;43.180091, 3.017815
BP;16607;BP SUD;8100;JACOU/08100;C C  ESPACE DE BOCAUDLIEU DIT LA PLAINE;JACOU;34830;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.6619, 3.907856
BP;16607;BP SUD;8550;MONTPELLIER CORUM/08550;7 AVENUE DE NIMES;MONTPELLIER;34000;SAS;TLJ {07:00-22:00};GRC;Disponible;43.615169, 3.883332
BP;16607;BP SUD;7380;CARCASSONNE VERDUN/07380;10 RUE DE VERDUN;CARCASSONNE CEDEX;11002;Interne;Lun au Mer et Ven {08:30-12:00 13:30-17:30} Jeu {08:30-12:00 14:30-17:30};DRM;Disponible;
BP;16607;BP SUD;7380;CARCASSONNE VERDUN/07380;10 RUE DE VERDUN;CARCASSONNE CEDEX;11002;SAS;TLJ {06:00-23:00};GAB;Disponible;
BP;16607;DUPUY DE PARSEVAL;2570;BDP BEZIERS AUCHAN/02570;4 AVENUE DE LA VOIE DOMITIENNECENTRE COMMERCIAL;BEZIERS;34500;SAS;TLJ {06:00-22:00};GAB;Disponible;43.346828, 3.242917
BP;16607;DUPUY DE PARSEVAL;2570;BDP BEZIERS AUCHAN/02570;4 AVENUE DE LA VOIE DOMITIENNECENTRE COMMERCIAL;BEZIERS;34500;SAS;TLJ {07:00-22:00};GVP;Disponible;43.346828, 3.242917
BP;16607;BP SUD;7400;CARCASSONNE ROOSEVELT/07400;169 AVENUE F ROOSEVELT;CARCASSONNE;11000;SAS;TLJ {07:00-22:00};GAB;Disponible;43.223026, 2.336121
BP;10207;BP RIVES DE PARIS;73;JEANNE D ARC/00073;16-18-20 PLACE JEANNE D ARC;PARIS;75013;SAS;TLJ {06:00-22:00};CGE;Disponible;48.82945, 2.369131
BP;10207;BP RIVES DE PARIS;73;JEANNE D ARC/00073;16-18-20 PLACE JEANNE D ARC;PARIS;75013;SAS;TLJ {06:00-22:00};GRC;Disponible;48.82945, 2.369131
BP;10207;BP RIVES DE PARIS;73;JEANNE D ARC/00073;16-18-20 PLACE JEANNE D ARC;PARIS;75013;SAS;TLJ {06:00-22:00};DVV;Disponible;48.82945, 2.369131
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;21;HOSSEGOR/00021;315 AVENUE DU TOURING CLUB;HOSSEGOR;40510;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;
BP;10207;BP RIVES DE PARIS;11;VITRY EGLISE/00011;131 AVENUE PAUL VAILLANT COUTURIER;VITRY SUR SEINE;94400;SAS;TLJ {06:00-22:00};GRC;Disponible;48.792815, 2.395541
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;55;NAVARRENX/00055;PLACE DARRALDE;NAVARRENX;64190;SAS;TLJ {06:00-22:00};DVV;Disponible;43.321833, -0.760883
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;383;CAP FERRET/00383;43-45 ROUTE DU CAP-FERRET;CAP FERRET;33950;SAS;TLJ {06:00-23:00};DVV;Disponible;44.69992, -1.229703
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;715;ARCACHON ALLEGRE/00715;14 QUAI DU CAPT ALLEGRE;ARCACHON;33120;Dans la rue;TLJ {06:00-23:00};GAB;Disponible;44.656722, -1.144615
BP;16807;BP AUVERGNE RHONE ALPES;301;AMBERT/00301;2 PLACE DU PONTEL;AMBERT;63600;SAS;TLJ {06:00-22:00};GAB;Disponible;45.54983, 3.742794
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;47;GRADIGNAN/00047;92 CRS GENERAL DE GAULLE;GRADIGNAN;33170;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.774568, -0.612414
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;515;COULONGES/00515;8 RUE DU CHATEAU;COULONGES SUR LAUTIZE;79160;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.482419, -0.598687
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;9260;SECTEUR PERIGUEUX/09260;202 AVENUE MICHEL GRANDOU;TRELISSAC;24750;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.189073, 0.753044
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;25;ARCACHON/00025;270 BOULEVARD DE LA PLACEAGE;ARCACHON;33120;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:45-18:00};DVV;Disponible;44.662375, -1.170135
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;102;AUDENGE/00102;18 TER ALLEE ERNEST DE BOISSIERE;AUDENGE;33980;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};GRC;Disponible;44.683057, -1.014738
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;253;AUBUSSON/00253;2 PLACE JEAN LURCAT;AUBUSSON;23200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.955248, 2.167231
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;15;BAYONNE/00015;1 PLACE DU GENERAL DE GAULLE;BAYONNE;64100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.493463, -1.476006
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;17;BIARRITZ/00017;10 RUE MAZAGRAN;BIARRITZ;64200;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;43.482512, -1.562812
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;58;BIARRITZ LA NEGRESSE/00058;110  AVENUE KENNEDY;BIARRITZ;64200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.464327, -1.552482
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;29;BORDEAUX BASTIDE/00029;4  PLACE STALINGRAD;BORDEAUX;33100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.840519, -0.560396
CE;11315;CE PROVENCE ALPES CORSE - OUTRE-MER;930;SAINT LAURENT DU MARONI/00930;236 AVENUE CHRISTOPHE COLOMB;SAINT LAURENT DU MARONI;97320;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;5.47676, -54.038551
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;77;BORDEAUX GEORGE V/00077;66 BOULEVARD GEORGE V;BORDEAUX;33000;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;44.825534, -0.589341
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;77;BORDEAUX GEORGE V/00077;66 BOULEVARD GEORGE V;BORDEAUX;33000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.825534, -0.589341
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;49;BORDEAUX PEY BERLAND/00049;2 RUE DUFFOUR DUBERGIERPLACE PEY BERLAND;BORDEAUX;33000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.838174, -0.578735
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;49;BORDEAUX PEY BERLAND/00049;2 RUE DUFFOUR DUBERGIERPLACE PEY BERLAND;BORDEAUX;33000;SAS;TLJ {06:00-22:00};DVV;Disponible;44.838174, -0.578735
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;1;BORDEAUX TOURNY/00001;3 ALLEES DE TOURNY;BORDEAUX;33000;SAS;TLJ {06:00-23:00};GDV;Disponible;44.843865, -0.575291
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;235;BRIVE CARDINAL/00235;55  AVENUE DE PARIS;BRIVE LA GAILLARDE;19100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.163566, 1.532215
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;235;BRIVE CARDINAL/00235;55  AVENUE DE PARIS;BRIVE LA GAILLARDE;19100;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.163566, 1.532215
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;238;BRIVE OUEST/00238;AVENUE JEAN CHARLES RIVET;BRIVE LA GAILLARDE;19100;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.150409, 1.497826
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;230;BRIVE/00230;2  AVENUE DU PSDT ROOSEVELT;BRIVE LA GAILLARDE;19100;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;45.159192, 1.530149
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;566;CHATEAUBERNARD/00566;2 RUE DES VAUZELLES;CHATEAUBERNARD;16100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.685905, -0.304798
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;505;CIVRAY/00505;33 PLACE MARECHAL LECLERC;CIVRAY;86400;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.14789, 0.295842
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;559;CONFOLENS/00559;15 RUE MAQUIS FOCH;CONFOLENS;16500;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;46.014412, 0.672575
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;95;COUTRAS/00095;6 PLACE DU CHATEAU;COUTRAS;33230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.040872, -0.128771
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;20;DAX/00020;25 RUE SAINT VINCENT;DAX;40100;Dans la rue;TLJ {06:00-23:00};GAB;Disponible;43.708906, -1.053032
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;5002;DUN/05002;GRANDE RUE;DUN LE PALESTEL;23800;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.305184, 1.665256
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;127;FLOIRAC/00127;5  AVENUE DU PSDT F MITTERAND;FLOIRAC;33270;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};GRC;Disponible;
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;614;LA COTINIERE/00614;4 RUE DE L ANCIENNE CRIEELA COTINIERE;ST PIERRE D'OLERON;17310;SAS;TLJ {06:00-23:00};DVV;Disponible;45.913914, -1.329982
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;124;LA REOLE/00124;FRIMONT OUEST;LA REOLE;33190;SAS;TLJ {06:00-23:00};GVP;Disponible;44.584878, -0.066351
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;538;LA ROCHELLE LES MINIMES/00538;107  AVENUE MICHEL CREPEAU;LA ROCHELLE;17000;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;46.14887, -1.158539
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;504;LA ROCHELLE/00504;15 RUE CHAUDRIER;LA ROCHELLE;17000;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;46.160637, -1.153389
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;72;LA TESTE DE BUCH/00072;2  AVENUE DE VERDUN;LA TESTE DE BUCH;33260;SAS;TLJ {06:00-23:00};GAB;Disponible;44.538036, -1.152513
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;72;LA TESTE DE BUCH/00072;2  AVENUE DE VERDUN;LA TESTE DE BUCH;33260;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;44.538036, -1.152513
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;252;LA SOUTERRAINE/00252;4 BOULEVARD JEAN MOULIN;LA SOUTERRAINE;23300;Dans la rue;TLJ {06:00-23:00};GAB;Disponible;46.232176, 1.485153
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;252;LA SOUTERRAINE/00252;4 BOULEVARD JEAN MOULIN;LA SOUTERRAINE;23300;SAS;TLJ {06:00-23:00};GRC;Disponible;46.232176, 1.485153
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;46;LANGON/00046;12  PLACE KENNEDY;LANGON;33210;SAS;TLJ {06:00-23:00};GRC;Disponible;44.552765, -0.248999
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;46;LANGON/00046;12  PLACE KENNEDY;LANGON;33210;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.552765, -0.248999
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;516;LE BOIS PLAGE/00516;1 B RUE DE LA GLACIERE;LE BOIS PLACEAGE EN RE;17580;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.184139, -1.394808
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;13;LE BOUSCAT/00013;157  AVENUE DE LA LIBERATION;LE BOUSCAT;33110;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;44.860905, -0.600006
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;13;LE BOUSCAT/00013;157  AVENUE DE LA LIBERATION;LE BOUSCAT;33110;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.860905, -0.600006
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;70;LE HAILLAN/00070;RESIDENCE LES METEORESPLACE FRANCOIS MITTERAND;LE HAILLAN;33185;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;640;LE CHATEAU/00640;BOULEVARD THIERS;LE CHATEAU D'OLERON;17480;SAS;Mar au Ven {08:30-12:30 13:30-18:00} Sam {08:30-12:30};DVV;Disponible;45.887545, -1.194388
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;473;LE TEICH/00473;69  AVENUE COTE D'ARGENT;LE TEICH;33470;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.635675, -1.023014
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;401;LEON/00401;51  RUE DE LA POSTE;LEON;40550;SAS;TLJ {06:00-23:00};DVV;Disponible;43.875021, -1.302018
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;267;LIMOGES FRANCOIS PERRIN/00267;261 BIS RUE FRANCOIS PERRIN;LIMOGES;87000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.825008, 1.230507
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;275;LIMOGES CARNOT/00275;103 RUE THEODORE BAC;LIMOGES;87100;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.839789, 1.258243
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;269;LIMOGES LES HALLES/00269;19 PLACE DE LA MOTTE;LIMOGES;87000;SAS;TLJ {06:00-23:00};GAB;Disponible;45.829683, 1.256262
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;270;LIMOGES PREFECTURE/00270;32 BOULEVARD CARNOT;LIMOGES;87000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.833429, 1.257942
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;237;MALEMORT/00237;30 RUE P ET M CURIE;MALEMORT SUR CORREZE;19360;SAS;TLJ {06:00-23:00};GAB;Disponible;45.168613, 1.557407
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;237;MALEMORT/00237;30 RUE P ET M CURIE;MALEMORT SUR CORREZE;19360;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.168613, 1.557407
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;98;MARCHEPRIME/00098;1  AVENUE AQUITAINE;MARCHEPRIME;33380;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};GRC;Disponible;44.692617, -0.854575
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;285;MARSAC/00285;LIEU DIT MARSAC;MARSAC SUR L ISLE;24430;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.183447, 0.659886
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;512;MELLE/00512;ROUTE DE LIMOGES;MELLE;79500;Interne;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;46.220496, -0.137677
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;125;MIMIZAN/00125;5  AVENUEE DE BORDEAUX;MIMIZAN;40200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.202744, -1.229051
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;31;MOURENX/00031;12 PLACE DU BEARN;MOURENX;64150;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.371291, -0.629894
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;42;MT DE MARSAN/00042;49 RUE LEON GAMBETTA;MONT DE MARSAN;40000;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;43.889779, -0.501093
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;232;OBJAT/00232;1 PLACE DE LA REPUBLIQUE;OBJAT;19130;Interne;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;45.262491, 1.409029
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;33;PAU JURANCON/00033;34 BIS RUE 14 JUILLET;PAU JURANCON;64000;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;43.290389, -0.379286
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;544;PERIGNY/00544;PLACE POMMERAIE;PERIGNY;17180;SAS;Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35};DVV;Disponible;46.155104, -1.095856
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;280;PERIGUEUX/00280;23 PLACE FRANCHEVILLE;PERIGUEUX;24000;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;45.18346, 0.717655
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;503;ROCHEFORT/00503;35 B RUE D ROCHEREAU;ROCHEFORT;17300;SAS;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};DVV;Disponible;45.938903, -0.966338
BP;10907;BP AQUITAINE CENTRE ATLANTIQUE;100;SARLAT SUD/00100;1201  AVENUE SIMONE VEIL;SARLAT LA CANEDA;24200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;44.874711, 1.229573
